cytokine,ID,sex,group,day,value,LOD,fold_change_baseline,NHP,virus
IL.RA,6314,M,10 Mosquitos,7,137.77,55.49,0.972608542181433,Squirrel,Dengue virus
IL.RA,6541,M,Control,7,55.49,55.49,NA,Squirrel,Dengue virus
IP.10,6519,M,10 Mosquitos,7,12.44,4.35,0.266153187847668,Squirrel,Dengue virus
IP.10,5045,F,10 Mosquitos,7,6.15,4.35,0.700455580865604,Squirrel,Dengue virus
IP.10,4516,F,10 Mosquitos,7,13.88,4.35,0.51426454242312,Squirrel,Dengue virus
IP.10,4872,F,10 Mosquitos,7,4.35,4.35,NA,Squirrel,Dengue virus
IP.10,6314,M,10 Mosquitos,7,53.24,4.35,1.04803149606299,Squirrel,Dengue virus
IP.10,6541,M,Control,7,4.35,4.35,NA,Squirrel,Dengue virus
MCP.1,6541,M,Control,7,20.12,20.12,NA,Squirrel,Dengue virus
MCP.1,6314,M,10 Mosquitos,7,7737.35,20.12,1.03136476029885,Squirrel,Dengue virus
MCP.1,6519,M,10 Mosquitos,7,1539,20.12,0.478800851201513,Squirrel,Dengue virus
MCP.1,4516,F,10 Mosquitos,7,694.12,20.12,0.44533410323036,Squirrel,Dengue virus
MCP.1,5045,F,10 Mosquitos,7,156.64,20.12,0.69884893370215,Squirrel,Dengue virus
MCP.1,4872,F,10 Mosquitos,7,24.84,20.12,0.152842727048979,Squirrel,Dengue virus
MDC,6519,M,10 Mosquitos,7,295.16,295.16,NA,Squirrel,Dengue virus
MDC,5045,F,10 Mosquitos,7,295.16,295.16,NA,Squirrel,Dengue virus
MDC,4516,F,10 Mosquitos,7,295.16,295.16,NA,Squirrel,Dengue virus
MDC,6314,M,10 Mosquitos,7,295.16,295.16,NA,Squirrel,Dengue virus
MDC,4872,F,10 Mosquitos,7,295.16,295.16,NA,Squirrel,Dengue virus
MDC,6541,M,Control,7,295.16,295.16,NA,Squirrel,Dengue virus
MIF,6519,M,10 Mosquitos,7,104.09,8.24,0.573846408291527,Squirrel,Dengue virus
MIF,4516,F,10 Mosquitos,7,673.18,8.24,1.37479067107789,Squirrel,Dengue virus
MIF,4872,F,10 Mosquitos,7,114.66,8.24,0.429132826827351,Squirrel,Dengue virus
MIF,5045,F,10 Mosquitos,7,64.72,8.24,0.367226509305492,Squirrel,Dengue virus
MIF,6541,M,Control,7,143.46,8.24,2.24718045112782,Squirrel,Dengue virus
MIF,6314,M,10 Mosquitos,7,637.89,8.24,0.777355317515446,Squirrel,Dengue virus
MIG,6519,M,10 Mosquitos,7,23.59,23.59,0.118257469420493,Squirrel,Dengue virus
MIG,5045,F,10 Mosquitos,7,23.59,23.59,NA,Squirrel,Dengue virus
MIG,4516,F,10 Mosquitos,7,23.59,23.59,NA,Squirrel,Dengue virus
MIG,4872,F,10 Mosquitos,7,23.59,23.59,NA,Squirrel,Dengue virus
MIG,6541,M,Control,7,23.59,23.59,NA,Squirrel,Dengue virus
MIG,6314,M,10 Mosquitos,7,427.89,23.59,1.01631751460738,Squirrel,Dengue virus
MIP.1a,6541,M,Control,7,28.4,28.4,NA,Squirrel,Dengue virus
MIP.1a,6314,M,10 Mosquitos,7,333.86,28.4,0.889486865242181,Squirrel,Dengue virus
MIP.1a,6519,M,10 Mosquitos,7,28.4,28.4,0.123156981786644,Squirrel,Dengue virus
MIP.1a,4516,F,10 Mosquitos,7,28.4,28.4,0.377358490566038,Squirrel,Dengue virus
MIP.1a,4872,F,10 Mosquitos,7,28.4,28.4,NA,Squirrel,Dengue virus
MIP.1a,5045,F,10 Mosquitos,7,190.59,28.4,3.62200684150513,Squirrel,Dengue virus
MIP.1B,6541,M,Control,7,32.57,32.57,1,Squirrel,Dengue virus
MIP.1B,6519,M,10 Mosquitos,7,266.08,32.57,0.41501723519411,Squirrel,Dengue virus
MIP.1B,4516,F,10 Mosquitos,7,90.65,32.57,0.280216383307573,Squirrel,Dengue virus
MIP.1B,5045,F,10 Mosquitos,7,32.57,32.57,0.681665969024697,Squirrel,Dengue virus
MIP.1B,6314,M,10 Mosquitos,7,3878.23,32.57,1.01301852737051,Squirrel,Dengue virus
MIP.1B,4872,F,10 Mosquitos,7,117.72,32.57,0.617045811929972,Squirrel,Dengue virus
RANTES,6541,M,Control,7,27.6,8.68,3.17972350230415,Squirrel,Dengue virus
RANTES,4516,F,10 Mosquitos,7,14.98,8.68,0.609438567941416,Squirrel,Dengue virus
RANTES,6519,M,10 Mosquitos,7,20.45,8.68,1.04925602873268,Squirrel,Dengue virus
RANTES,5045,F,10 Mosquitos,7,8.68,8.68,NA,Squirrel,Dengue virus
RANTES,6314,M,10 Mosquitos,7,29.82,8.68,1.18852132323635,Squirrel,Dengue virus
RANTES,4872,F,10 Mosquitos,7,21.9,8.68,2.52304147465438,Squirrel,Dengue virus
TGFbeta,6314,M,10 Mosquitos,7,1274.31,2.91,1.05991998469562,Squirrel,Dengue virus
TGFbeta,6541,M,Control,7,2.91,2.91,NA,Squirrel,Dengue virus
TGFbeta,6519,M,10 Mosquitos,7,113.12,2.91,0.545761567038163,Squirrel,Dengue virus
TGFbeta,4516,F,10 Mosquitos,7,93.67,2.91,0.317224329450014,Squirrel,Dengue virus
TGFbeta,5045,F,10 Mosquitos,7,66.6,2.91,0.821714990746453,Squirrel,Dengue virus
TGFbeta,4872,F,10 Mosquitos,7,89.46,2.91,0.732738143992137,Squirrel,Dengue virus
TNF.alpha,5045,F,10 Mosquitos,7,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6519,M,10 Mosquitos,7,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,4872,F,10 Mosquitos,7,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,4516,F,10 Mosquitos,7,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6541,M,Control,7,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6314,M,10 Mosquitos,7,14.46,14.46,0.843640606767795,Squirrel,Dengue virus
VEGF,5045,F,10 Mosquitos,7,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,4516,F,10 Mosquitos,7,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6519,M,10 Mosquitos,7,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,4872,F,10 Mosquitos,7,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6541,M,Control,7,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6314,M,10 Mosquitos,7,0.96,0.96,NA,Squirrel,Dengue virus
EGF,6363,M,10 Mosquitos,8,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6242,F,10 Mosquitos,8,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6552,M,10 Mosquitos,8,3.29,3.29,NA,Squirrel,Dengue virus
EGF,5910,F,10 Mosquitos,8,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6321,M,Control,8,3.29,3.29,1,Squirrel,Dengue virus
EGF,6401,M,10 Mosquitos,8,3.29,3.29,NA,Squirrel,Dengue virus
Eotaxin,6401,M,10 Mosquitos,8,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6321,M,Control,8,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6363,M,10 Mosquitos,8,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6242,F,10 Mosquitos,8,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6552,M,10 Mosquitos,8,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,5910,F,10 Mosquitos,8,2.39,2.39,NA,Squirrel,Dengue virus
G.CSF,6321,M,Control,8,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,5910,F,10 Mosquitos,8,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6363,M,10 Mosquitos,8,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6552,M,10 Mosquitos,8,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6242,F,10 Mosquitos,8,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6401,M,10 Mosquitos,8,113.59,113.59,NA,Squirrel,Dengue virus
GM.CSF,6552,M,10 Mosquitos,8,17,17,NA,Squirrel,Dengue virus
GM.CSF,6363,M,10 Mosquitos,8,17,17,NA,Squirrel,Dengue virus
GM.CSF,6401,M,10 Mosquitos,8,17,17,NA,Squirrel,Dengue virus
GM.CSF,6242,F,10 Mosquitos,8,17,17,NA,Squirrel,Dengue virus
GM.CSF,5910,F,10 Mosquitos,8,17,17,NA,Squirrel,Dengue virus
GM.CSF,6321,M,Control,8,17,17,NA,Squirrel,Dengue virus
HGF,6363,M,10 Mosquitos,8,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6242,F,10 Mosquitos,8,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6552,M,10 Mosquitos,8,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6401,M,10 Mosquitos,8,70.66,70.66,NA,Squirrel,Dengue virus
HGF,5910,F,10 Mosquitos,8,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6321,M,Control,8,70.66,70.66,NA,Squirrel,Dengue virus
I.TAC,6363,M,10 Mosquitos,8,93.66,32.04,2.75308641975309,Squirrel,Dengue virus
I.TAC,6401,M,10 Mosquitos,8,39.66,32.04,0.550527484730705,Squirrel,Dengue virus
I.TAC,5910,F,10 Mosquitos,8,32.04,32.04,NA,Squirrel,Dengue virus
I.TAC,6552,M,10 Mosquitos,8,46.62,32.04,1.45505617977528,Squirrel,Dengue virus
I.TAC,6321,M,Control,8,48.71,32.04,0.972255489021956,Squirrel,Dengue virus
I.TAC,6242,F,10 Mosquitos,8,35.01,32.04,1.09269662921348,Squirrel,Dengue virus
IFN.g,6552,M,10 Mosquitos,8,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6363,M,10 Mosquitos,8,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6401,M,10 Mosquitos,8,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,5910,F,10 Mosquitos,8,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6242,F,10 Mosquitos,8,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6321,M,Control,8,15.43,15.43,NA,Squirrel,Dengue virus
IL.10,5910,F,10 Mosquitos,8,13.57,13.57,1,Squirrel,Dengue virus
IL.10,6552,M,10 Mosquitos,8,13.57,13.57,NA,Squirrel,Dengue virus
IL.10,6363,M,10 Mosquitos,8,13.57,13.57,NA,Squirrel,Dengue virus
IL.10,6242,F,10 Mosquitos,8,13.57,13.57,0.994868035190616,Squirrel,Dengue virus
IL.10,6321,M,Control,8,13.57,13.57,NA,Squirrel,Dengue virus
IL.10,6401,M,10 Mosquitos,8,13.57,13.57,NA,Squirrel,Dengue virus
IL.12,6321,M,Control,8,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6363,M,10 Mosquitos,8,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6552,M,10 Mosquitos,8,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,5910,F,10 Mosquitos,8,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6242,F,10 Mosquitos,8,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6401,M,10 Mosquitos,8,110.63,110.63,NA,Squirrel,Dengue virus
IL.15,6321,M,Control,8,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6401,M,10 Mosquitos,8,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,5910,F,10 Mosquitos,8,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6552,M,10 Mosquitos,8,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6363,M,10 Mosquitos,8,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6242,F,10 Mosquitos,8,162.3,76.04,0.907921235175655,Squirrel,Dengue virus
IL.17,6401,M,10 Mosquitos,8,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6242,F,10 Mosquitos,8,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6552,M,10 Mosquitos,8,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6321,M,Control,8,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6363,M,10 Mosquitos,8,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,5910,F,10 Mosquitos,8,31.32,31.32,NA,Squirrel,Dengue virus
IL.1B,6321,M,Control,8,12.14,12.14,NA,Squirrel,Dengue virus
IL.1B,6363,M,10 Mosquitos,8,12.14,12.14,NA,Squirrel,Dengue virus
IL.1B,5910,F,10 Mosquitos,8,12.14,12.14,NA,Squirrel,Dengue virus
IL.1B,6552,M,10 Mosquitos,8,12.14,12.14,NA,Squirrel,Dengue virus
IL.1B,6401,M,10 Mosquitos,8,12.26,12.14,1.00988467874794,Squirrel,Dengue virus
IL.1B,6242,F,10 Mosquitos,8,431.04,12.14,3.1867514416679,Squirrel,Dengue virus
IL.2,6552,M,10 Mosquitos,8,43.77,43.77,NA,Squirrel,Dengue virus
IL.2,6242,F,10 Mosquitos,8,43.77,43.77,NA,Squirrel,Dengue virus
IL.2,6363,M,10 Mosquitos,8,43.77,43.77,NA,Squirrel,Dengue virus
IL.2,6401,M,10 Mosquitos,8,43.77,43.77,NA,Squirrel,Dengue virus
IL.2,5910,F,10 Mosquitos,8,43.77,43.77,NA,Squirrel,Dengue virus
IL.2,6321,M,Control,8,43.77,43.77,NA,Squirrel,Dengue virus
IL.4,5910,F,10 Mosquitos,8,38.97,38.97,NA,Squirrel,Dengue virus
IL.4,6401,M,10 Mosquitos,8,38.97,38.97,NA,Squirrel,Dengue virus
IL.4,6363,M,10 Mosquitos,8,38.97,38.97,NA,Squirrel,Dengue virus
IL.4,6552,M,10 Mosquitos,8,38.97,38.97,NA,Squirrel,Dengue virus
IL.4,6321,M,Control,8,38.97,38.97,NA,Squirrel,Dengue virus
IL.4,6242,F,10 Mosquitos,8,38.97,38.97,NA,Squirrel,Dengue virus
IL.5,6363,M,10 Mosquitos,8,6.39,6.39,NA,Squirrel,Dengue virus
IL.5,6401,M,10 Mosquitos,8,6.39,6.39,NA,Squirrel,Dengue virus
IL.5,6242,F,10 Mosquitos,8,6.39,6.39,1,Squirrel,Dengue virus
IL.5,6552,M,10 Mosquitos,8,6.39,6.39,NA,Squirrel,Dengue virus
IL.5,6321,M,Control,8,6.39,6.39,NA,Squirrel,Dengue virus
IL.5,5910,F,10 Mosquitos,8,6.39,6.39,1,Squirrel,Dengue virus
IL.6,6321,M,Control,8,7.71,7.71,NA,Squirrel,Dengue virus
IL.6,6363,M,10 Mosquitos,8,7.71,7.71,NA,Squirrel,Dengue virus
IL.6,5910,F,10 Mosquitos,8,7.71,7.71,NA,Squirrel,Dengue virus
IL.6,6242,F,10 Mosquitos,8,7.71,7.71,NA,Squirrel,Dengue virus
IL.6,6552,M,10 Mosquitos,8,7.71,7.71,NA,Squirrel,Dengue virus
IL.6,6401,M,10 Mosquitos,8,7.71,7.71,NA,Squirrel,Dengue virus
IL.8,6401,M,10 Mosquitos,8,11.66,11.66,NA,Squirrel,Dengue virus
IL.8,5910,F,10 Mosquitos,8,11.66,11.66,NA,Squirrel,Dengue virus
IL.8,6363,M,10 Mosquitos,8,11.66,11.66,NA,Squirrel,Dengue virus
IL.8,6552,M,10 Mosquitos,8,11.66,11.66,NA,Squirrel,Dengue virus
IL.8,6321,M,Control,8,11.66,11.66,NA,Squirrel,Dengue virus
IL.8,6242,F,10 Mosquitos,8,11.66,11.66,NA,Squirrel,Dengue virus
IL.RA,6552,M,10 Mosquitos,8,55.49,55.49,NA,Squirrel,Dengue virus
IL.RA,6242,F,10 Mosquitos,8,55.49,55.49,NA,Squirrel,Dengue virus
IL.RA,6401,M,10 Mosquitos,8,55.49,55.49,NA,Squirrel,Dengue virus
IL.RA,5910,F,10 Mosquitos,8,55.49,55.49,NA,Squirrel,Dengue virus
IL.RA,6363,M,10 Mosquitos,8,55.49,55.49,NA,Squirrel,Dengue virus
IL.RA,6321,M,Control,8,55.49,55.49,NA,Squirrel,Dengue virus
IP.10,6401,M,10 Mosquitos,8,4.35,4.35,NA,Squirrel,Dengue virus
IP.10,6552,M,10 Mosquitos,8,4.35,4.35,NA,Squirrel,Dengue virus
IP.10,6363,M,10 Mosquitos,8,4.35,4.35,NA,Squirrel,Dengue virus
IP.10,6242,F,10 Mosquitos,8,4.35,4.35,0.830152671755725,Squirrel,Dengue virus
IP.10,5910,F,10 Mosquitos,8,4.35,4.35,NA,Squirrel,Dengue virus
IP.10,6321,M,Control,8,4.35,4.35,NA,Squirrel,Dengue virus
MCP.1,6401,M,10 Mosquitos,8,20.12,20.12,NA,Squirrel,Dengue virus
MCP.1,6363,M,10 Mosquitos,8,20.12,20.12,NA,Squirrel,Dengue virus
MCP.1,6552,M,10 Mosquitos,8,20.12,20.12,NA,Squirrel,Dengue virus
MCP.1,5910,F,10 Mosquitos,8,20.12,20.12,NA,Squirrel,Dengue virus
MCP.1,6242,F,10 Mosquitos,8,20.12,20.12,NA,Squirrel,Dengue virus
MCP.1,6321,M,Control,8,20.12,20.12,1,Squirrel,Dengue virus
MDC,6552,M,10 Mosquitos,8,295.16,295.16,NA,Squirrel,Dengue virus
MDC,6401,M,10 Mosquitos,8,295.16,295.16,NA,Squirrel,Dengue virus
MDC,5910,F,10 Mosquitos,8,295.16,295.16,NA,Squirrel,Dengue virus
MDC,6242,F,10 Mosquitos,8,295.16,295.16,NA,Squirrel,Dengue virus
MDC,6363,M,10 Mosquitos,8,295.16,295.16,1,Squirrel,Dengue virus
MDC,6321,M,Control,8,398.11,295.16,1.21105466492258,Squirrel,Dengue virus
MIF,6363,M,10 Mosquitos,8,752.1,8.24,5.27789473684211,Squirrel,Dengue virus
MIF,6401,M,10 Mosquitos,8,703.38,8.24,1.00775104947204,Squirrel,Dengue virus
MIF,6552,M,10 Mosquitos,8,871.44,8.24,2.77971291866029,Squirrel,Dengue virus
MIF,6321,M,Control,8,796.24,8.24,3.84935943920716,Squirrel,Dengue virus
MIF,5910,F,10 Mosquitos,8,1500.43,8.24,6.99012345679012,Squirrel,Dengue virus
MIF,6242,F,10 Mosquitos,8,884.96,8.24,2.99732430143946,Squirrel,Dengue virus
MIG,6552,M,10 Mosquitos,8,23.59,23.59,NA,Squirrel,Dengue virus
MIG,6242,F,10 Mosquitos,8,23.59,23.59,1,Squirrel,Dengue virus
MIG,6401,M,10 Mosquitos,8,23.59,23.59,NA,Squirrel,Dengue virus
MIG,5910,F,10 Mosquitos,8,23.59,23.59,1,Squirrel,Dengue virus
MIG,6363,M,10 Mosquitos,8,23.59,23.59,NA,Squirrel,Dengue virus
MIG,6321,M,Control,8,23.59,23.59,NA,Squirrel,Dengue virus
MIP.1a,6401,M,10 Mosquitos,8,28.4,28.4,NA,Squirrel,Dengue virus
MIP.1a,6242,F,10 Mosquitos,8,31.66,28.4,1.11478873239437,Squirrel,Dengue virus
MIP.1a,6552,M,10 Mosquitos,8,28.4,28.4,NA,Squirrel,Dengue virus
MIP.1a,6363,M,10 Mosquitos,8,28.4,28.4,NA,Squirrel,Dengue virus
MIP.1a,5910,F,10 Mosquitos,8,28.4,28.4,NA,Squirrel,Dengue virus
MIP.1a,6321,M,Control,8,28.4,28.4,1,Squirrel,Dengue virus
MIP.1B,6401,M,10 Mosquitos,8,93.69,32.57,1.34457520091848,Squirrel,Dengue virus
MIP.1B,6363,M,10 Mosquitos,8,44.18,32.57,1.35646300276328,Squirrel,Dengue virus
MIP.1B,6552,M,10 Mosquitos,8,193.92,32.57,5.9539453484802,Squirrel,Dengue virus
MIP.1B,6242,F,10 Mosquitos,8,564.92,32.57,16.8683189011645,Squirrel,Dengue virus
MIP.1B,5910,F,10 Mosquitos,8,318.69,32.57,9.78477126189745,Squirrel,Dengue virus
MIP.1B,6321,M,Control,8,797.2,32.57,14.363963963964,Squirrel,Dengue virus
RANTES,6401,M,10 Mosquitos,8,8.68,8.68,NA,Squirrel,Dengue virus
RANTES,6242,F,10 Mosquitos,8,8.68,8.68,1,Squirrel,Dengue virus
RANTES,5910,F,10 Mosquitos,8,8.68,8.68,0.248283752860412,Squirrel,Dengue virus
RANTES,6552,M,10 Mosquitos,8,8.68,8.68,NA,Squirrel,Dengue virus
RANTES,6363,M,10 Mosquitos,8,8.68,8.68,NA,Squirrel,Dengue virus
RANTES,6321,M,Control,8,25.28,8.68,0.85753052917232,Squirrel,Dengue virus
TGFbeta,6363,M,10 Mosquitos,8,2.91,2.91,NA,Squirrel,Dengue virus
TGFbeta,6321,M,Control,8,2.91,2.91,NA,Squirrel,Dengue virus
TGFbeta,6552,M,10 Mosquitos,8,2.91,2.91,NA,Squirrel,Dengue virus
TGFbeta,6242,F,10 Mosquitos,8,2.91,2.91,NA,Squirrel,Dengue virus
TGFbeta,5910,F,10 Mosquitos,8,2.91,2.91,NA,Squirrel,Dengue virus
TGFbeta,6401,M,10 Mosquitos,8,2.91,2.91,NA,Squirrel,Dengue virus
TNF.alpha,6552,M,10 Mosquitos,8,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6363,M,10 Mosquitos,8,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6401,M,10 Mosquitos,8,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6242,F,10 Mosquitos,8,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,6321,M,Control,8,14.46,14.46,NA,Squirrel,Dengue virus
TNF.alpha,5910,F,10 Mosquitos,8,14.46,14.46,NA,Squirrel,Dengue virus
VEGF,6363,M,10 Mosquitos,8,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6401,M,10 Mosquitos,8,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6552,M,10 Mosquitos,8,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6242,F,10 Mosquitos,8,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,5910,F,10 Mosquitos,8,0.96,0.96,NA,Squirrel,Dengue virus
VEGF,6321,M,Control,8,0.96,0.96,NA,Squirrel,Dengue virus
EGF,6401,M,10 Mosquitos,28,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6552,M,10 Mosquitos,28,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6242,F,10 Mosquitos,28,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6363,M,10 Mosquitos,28,3.29,3.29,NA,Squirrel,Dengue virus
EGF,5910,F,10 Mosquitos,28,3.29,3.29,NA,Squirrel,Dengue virus
EGF,6321,M,Control,28,14.35,3.29,4.36170212765957,Squirrel,Dengue virus
Eotaxin,6242,F,10 Mosquitos,28,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6363,M,10 Mosquitos,28,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,5910,F,10 Mosquitos,28,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6552,M,10 Mosquitos,28,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6401,M,10 Mosquitos,28,2.39,2.39,NA,Squirrel,Dengue virus
Eotaxin,6321,M,Control,28,2.39,2.39,NA,Squirrel,Dengue virus
G.CSF,5910,F,10 Mosquitos,28,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6321,M,Control,28,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6401,M,10 Mosquitos,28,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6242,F,10 Mosquitos,28,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6363,M,10 Mosquitos,28,113.59,113.59,NA,Squirrel,Dengue virus
G.CSF,6552,M,10 Mosquitos,28,113.59,113.59,NA,Squirrel,Dengue virus
GM.CSF,6552,M,10 Mosquitos,28,17,17,NA,Squirrel,Dengue virus
GM.CSF,6363,M,10 Mosquitos,28,17,17,NA,Squirrel,Dengue virus
GM.CSF,6242,F,10 Mosquitos,28,17,17,NA,Squirrel,Dengue virus
GM.CSF,6401,M,10 Mosquitos,28,17,17,NA,Squirrel,Dengue virus
GM.CSF,5910,F,10 Mosquitos,28,17,17,NA,Squirrel,Dengue virus
GM.CSF,6321,M,Control,28,17,17,NA,Squirrel,Dengue virus
HGF,6552,M,10 Mosquitos,28,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6401,M,10 Mosquitos,28,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6363,M,10 Mosquitos,28,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6242,F,10 Mosquitos,28,70.66,70.66,NA,Squirrel,Dengue virus
HGF,5910,F,10 Mosquitos,28,70.66,70.66,NA,Squirrel,Dengue virus
HGF,6321,M,Control,28,70.66,70.66,NA,Squirrel,Dengue virus
I.TAC,6363,M,10 Mosquitos,28,38.94,32.04,1.14462081128748,Squirrel,Dengue virus
I.TAC,6242,F,10 Mosquitos,28,32.04,32.04,1,Squirrel,Dengue virus
I.TAC,6401,M,10 Mosquitos,28,47.34,32.04,0.657134925041644,Squirrel,Dengue virus
I.TAC,6321,M,Control,28,56.31,32.04,1.12395209580838,Squirrel,Dengue virus
I.TAC,6552,M,10 Mosquitos,28,39.66,32.04,1.23782771535581,Squirrel,Dengue virus
I.TAC,5910,F,10 Mosquitos,28,32.04,32.04,NA,Squirrel,Dengue virus
IFN.g,6242,F,10 Mosquitos,28,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,5910,F,10 Mosquitos,28,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6401,M,10 Mosquitos,28,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6552,M,10 Mosquitos,28,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6363,M,10 Mosquitos,28,15.43,15.43,NA,Squirrel,Dengue virus
IFN.g,6321,M,Control,28,15.43,15.43,NA,Squirrel,Dengue virus
IL.10,5910,F,10 Mosquitos,28,13.57,13.57,1,Squirrel,Dengue virus
IL.10,6321,M,Control,28,13.57,13.57,NA,Squirrel,Dengue virus
IL.10,6242,F,10 Mosquitos,28,13.57,13.57,0.994868035190616,Squirrel,Dengue virus
IL.10,6401,M,10 Mosquitos,28,13.57,13.57,NA,Squirrel,Dengue virus
IL.10,6363,M,10 Mosquitos,28,13.57,13.57,NA,Squirrel,Dengue virus
IL.10,6552,M,10 Mosquitos,28,13.57,13.57,NA,Squirrel,Dengue virus
IL.12,6321,M,Control,28,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,5910,F,10 Mosquitos,28,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6242,F,10 Mosquitos,28,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6552,M,10 Mosquitos,28,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6363,M,10 Mosquitos,28,110.63,110.63,NA,Squirrel,Dengue virus
IL.12,6401,M,10 Mosquitos,28,110.63,110.63,NA,Squirrel,Dengue virus
IL.15,6552,M,10 Mosquitos,28,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6321,M,Control,28,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6363,M,10 Mosquitos,28,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6401,M,10 Mosquitos,28,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,5910,F,10 Mosquitos,28,76.04,76.04,NA,Squirrel,Dengue virus
IL.15,6242,F,10 Mosquitos,28,76.04,76.04,0.425374804206758,Squirrel,Dengue virus
IL.17,6363,M,10 Mosquitos,28,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6401,M,10 Mosquitos,28,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,5910,F,10 Mosquitos,28,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6552,M,10 Mosquitos,28,31.32,31.32,NA,Squirrel,Dengue virus
IL.17,6321,M,Control,28,31.32,31.32,NA,Squirrel,Dengue virus
